"","Patent.Number...Numéro.du.brevet","Agent.Type.Code...Code.du.type.d.agent","Applicant.Type.Code...Code.du.type.de.demandeur","Interested.Party.Type.Code...Code.du.type.de.partie.intéressée","Interested.Party.Type...Type.de.partie.intéressée","Owner.Enable.Date...Date.d.activation.par.le.propriétaire","Ownership.End.date...Date.de.désactivation.par.le.propriétaire","Party.Name...Nom.de.la.partie","Party.Address.Line.1...Ligne.1.de.l.adresse.de.la.partie","Party.Address.Line.2...Ligne.2.de.l.adresse.de.la.partie","Party.Address.Line.3...Ligne.3.de.l.adresse.de.la.partie","Party.Address.Line.4...Ligne.4.de.l.adresse.de.la.partie","Party.Address.Line.5...Ligne.5.de.l.adresse.de.la.partie","Party.City...Ville.de.la.partie","Party.Province.Code...Code.de.la.province.de.la.partie","Party.Province...Étiquette.de.la.province.de.la.partie","Party.Postal.Code...Code.postal.de.la.partie","Party.Country.Code...Code.du.pays.de.la.partie","Party.Country...Pays.de.la.partie","Filing.Date...Date.de.dépôt","Grant.Date...Date.de.l.octroi","Application.Status.Code...Code.du.statut.de.la.demande","Application.Type.Code...Code.du.type.de.la.demande","Application.Patent.Title.English...Demande.Titre.anglais.du.brevet","Application.Patent.Title.French...Demande.Titre.français.du.brevet","Bibliographic.File.Extract.Date...Date.d.extraction.du.fichier.bibliographique","Country.of.Publication.Code...Code.du.pays.de.publication","Document.Kind.Type...Genre.du.type.de.document","Examination.Request.Date...Date.de.la.demande.d.examen","Filing.Country.Code...Code.du.pays.de.dépôt","Language.of.Filing.Code...Langue.du.dépôt.de.la.demande","License.For.Sale.Indicator...Indicateur.de.la.licence.de.vente","PCT.Application.Number...Numéro.de.demande.du.TCMB","PCT.Publication.Number...Numéro.de.publication.du.TCMB","PCT.Publication.Date...Date.de.publication.du.TCMB","Parent.Application.Number...Numéro.de.la.demande.principale","PCT.Article.22.39.fulfilled.Date...Date.d.accomplissement.des.articles.22.à.29.du.TCMB","PCT.Section.371.Date...Date.de.l.article.371.du.TCMB","PCT.Publication.Country.Code...Code.du.pays.de.publication.du.TCMB","Publication.Kind.Type...Genre.de.type.de.publication","Printed.as.Amended.Country.Code...Code.du.pays.de.la.demande.imprimée.après.modification","Country"
"257432","2866485","-2","APPLICANT","APPL","Applicant","NULL","NULL","BOMBARDIER RECREATIONAL PRODUCTS INC.","726 SAINT-JOSEPH ST","NULL","NULL","NULL","NULL","VALCOURT","Q1","Quebec","J0E 2L0","CA","Canada",2014-09-30,"NULL","DE","NON-PCT","DRIVE TRACK FOR A TRACKED VEHICLE","CHENILLE D'ENTRAINEMENT POUR VEHICULE A CHENILLES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"257433","2866485","-2","-2","OWNR","Owner","2014-09-30","NULL","BOMBARDIER RECREATIONAL PRODUCTS INC.","726 SAINT-JOSEPH ST","NULL","NULL","NULL","NULL","VALCOURT","Q1","Quebec","J0E 2L0","CA","Canada",2014-09-30,"NULL","DE","NON-PCT","DRIVE TRACK FOR A TRACKED VEHICLE","CHENILLE D'ENTRAINEMENT POUR VEHICULE A CHENILLES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"257740","2866646","-2","APPLICANT","APPL","Applicant","NULL","NULL","9013857 CANADA INC.","374 LANSDOWNE","NULL","NULL","NULL","NULL","WESTMOUNT","Q1","Quebec","H3Z 2L4","CA","Canada",2014-10-06,"NULL","DE","NON-PCT","METHOD FOR HEAT TREATING LONG STEEL PIPES","METHODE DE TRAITEMENT THERMIQUE DE LONGS TUYAUX EN ACIER","2022-08-15","CA","A1","2019-09-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"257741","2866646","-2","-2","OWNR","Owner","2014-10-06","2019-01-15","9013857 CANADA INC.","374 LANSDOWNE","NULL","NULL","NULL","NULL","WESTMOUNT","Q1","Quebec","H3Z 2L4","CA","Canada",2014-10-06,"NULL","DE","NON-PCT","METHOD FOR HEAT TREATING LONG STEEL PIPES","METHODE DE TRAITEMENT THERMIQUE DE LONGS TUYAUX EN ACIER","2022-08-15","CA","A1","2019-09-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"257743","2866646","-2","-2","OWNR","Owner","2019-01-15","NULL","MGMT. SYS INC.","374 LANSDOWNE AVENUE","NULL","NULL","NULL","NULL","WESTMOUNT","Q1","Quebec","H3Z 2L4","CA","Canada",2014-10-06,"NULL","DE","NON-PCT","METHOD FOR HEAT TREATING LONG STEEL PIPES","METHODE DE TRAITEMENT THERMIQUE DE LONGS TUYAUX EN ACIER","2022-08-15","CA","A1","2019-09-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"257881","2866726","-2","-2","OWNR","Owner","2015-05-01","NULL","PLC PATENTS AND TRADE MARKS INC.","331 KNOWLTON ROAD","NULL","NULL","NULL","NULL","LAC BROME","Q1","Quebec","J0E 1V0","CA","Canada",2013-02-27,"NULL","DE","PCT","HELMET","CASQUE","2022-01-17","CA","A1","2017-12-19","CA","EN"," 0","PCT/CA2013/000173","WO2013/131169","2013-09-12","NULL","2014-06-20","2013-02-27","WO","A1","CA","CA"
"257888","2866730","-2","-2","OWNR","Owner","2017-09-12","2019-06-12","PIVOT B. POIRIER INC.","548, BELZILE STREET APT 4","NULL","NULL","NULL","NULL","RIMOUSKI","Q1","Quebec","G5M 0G4","CA","Canada",2014-10-08," 2017-11-21","GR","NON-PCT","KING PIN COUPLER","COUPLEUR DE PIVOT D'ATTELAGE","2022-08-15","CA","C","2017-04-21","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"257889","2866730","-2","-2","OWNR","Owner","2019-06-12","NULL","INNOVATION FRANSI INC.","32 BABIN AVE","NULL","NULL","NULL","NULL","BAIE COMEAU","Q1","Quebec","G4Z 3A6","CA","Canada",2014-10-08," 2017-11-21","GR","NON-PCT","KING PIN COUPLER","COUPLEUR DE PIVOT D'ATTELAGE","2022-08-15","CA","C","2017-04-21","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"257954","2866771","-2","APPLICANT","APPL","Applicant","NULL","NULL","GICARE PHARMA INC.","227 Ave. Westminster North","NULL","NULL","NULL","NULL","MONTREAL OUEST","Q1","Quebec","H4X 1Z5","CA","Canada",2013-03-11,"NULL","DE","PCT","NOVEL SULFONATE-BASED TRIMEBUTINE SALTS","NOUVEAUX SELS DE TRIMEBUTINE A BASE DE SULFONATE","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2013/050178","WO2013/134869","2013-09-19","NULL","2014-09-08","2013-03-11","WO","A1","CA","CA"
"257958","2866771","-2","-2","OWNR","Owner","2013-03-11","NULL","GICARE PHARMA INC.","227 Ave. Westminster North","NULL","NULL","NULL","NULL","MONTREAL OUEST","Q1","Quebec","H4X 1Z5","CA","Canada",2013-03-11,"NULL","DE","PCT","NOVEL SULFONATE-BASED TRIMEBUTINE SALTS","NOUVEAUX SELS DE TRIMEBUTINE A BASE DE SULFONATE","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2013/050178","WO2013/134869","2013-09-19","NULL","2014-09-08","2013-03-11","WO","A1","CA","CA"
"258002","2866799","-2","-2","OWNR","Owner","2013-01-25","NULL","INDUSTRIE AULARI INC.","620, St-Roch","NULL","NULL","NULL","NULL","ST-BARNABE-SUD","Q1","Quebec","J0H 1G0","CA","Canada",2013-01-25," 2020-10-13","GR","PCT","PIVOTALLY RETRACTABLE SEED PLANTING APPARATUS AND METHOD","APPAREIL ET PROCEDE DE PLANTATION DE SEMENCES RETRACTABLE PAR PIVOTEMENT","2022-01-17","CA","C","2018-01-24","CA","EN"," 0","PCT/CA2013/000072","WO2013/110184","2013-08-01","NULL","2014-07-25","2013-01-25","WO","C","CA","CA"
"258003","2866799","-2","APPLICANT","APPL","Applicant","NULL","NULL","INDUSTRIE AULARI INC.","620, St-Roch","NULL","NULL","NULL","NULL","ST-BARNABE-SUD","Q1","Quebec","J0H 1G0","CA","Canada",2013-01-25," 2020-10-13","GR","PCT","PIVOTALLY RETRACTABLE SEED PLANTING APPARATUS AND METHOD","APPAREIL ET PROCEDE DE PLANTATION DE SEMENCES RETRACTABLE PAR PIVOTEMENT","2022-01-17","CA","C","2018-01-24","CA","EN"," 0","PCT/CA2013/000072","WO2013/110184","2013-08-01","NULL","2014-07-25","2013-01-25","WO","C","CA","CA"
"258090","2866863","-2","-2","OWNR","Owner","2014-10-09","NULL","GECKO ALLIANCE GROUP INC.","450 rue des Canetons","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G2E 5W6","CA","Canada",2014-10-09," 2017-11-28","GR","NON-PCT","MOUNTING BRACKET FOR MOTOR CAPACITOR AND MOTOR ASSEMBLY EQUIPPED WITH MOTOR CAPACITOR MOUNTED TO A MOTOR BODY USING SUCH MOUNTING BRACKET","SUPPORT DE FIXATION POUR CONDENSATEUR DE MOTEUR ET ENSEMBLE MOTEUR EQUIPE D'UN CONDENSATEUR DE MOTEUR INSTALLE SUR UN CORPS DE MOTEUR A L'AIDE D'UN TEL SUPPORT DE FIXATION","2022-01-17","CA","C","2015-12-24","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"258091","2866863","-2","APPLICANT","APPL","Applicant","NULL","NULL","GECKO ALLIANCE GROUP INC.","450 rue des Canetons","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G2E 5W6","CA","Canada",2014-10-09," 2017-11-28","GR","NON-PCT","MOUNTING BRACKET FOR MOTOR CAPACITOR AND MOTOR ASSEMBLY EQUIPPED WITH MOTOR CAPACITOR MOUNTED TO A MOTOR BODY USING SUCH MOUNTING BRACKET","SUPPORT DE FIXATION POUR CONDENSATEUR DE MOTEUR ET ENSEMBLE MOTEUR EQUIPE D'UN CONDENSATEUR DE MOTEUR INSTALLE SUR UN CORPS DE MOTEUR A L'AIDE D'UN TEL SUPPORT DE FIXATION","2022-01-17","CA","C","2015-12-24","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"258160","2866914","-2","-2","OWNR","Owner","2014-10-08","NULL","CASCADES CANADA ULC","100 - 772 rue Sherbrooke Ouest","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 1G1","CA","Canada",2014-10-08,"NULL","DE","NON-PCT","POULTRY TRAY AND METHOD FOR PACKAGING POULTRY USING SAME","BARQUETTE POUR VOLAILLES ET PROCEDE D'EMBALLAGE DE VOLAILLES UTILISANT CELUI-CI","2022-05-16","CA","A1","2019-09-30","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"258165","2866914","-2","APPLICANT","APPL","Applicant","NULL","NULL","CASCADES CANADA ULC","100 - 772 rue Sherbrooke Ouest","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 1G1","CA","Canada",2014-10-08,"NULL","DE","NON-PCT","POULTRY TRAY AND METHOD FOR PACKAGING POULTRY USING SAME","BARQUETTE POUR VOLAILLES ET PROCEDE D'EMBALLAGE DE VOLAILLES UTILISANT CELUI-CI","2022-05-16","CA","A1","2019-09-30","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"258203","2866924","-2","-2","OWNR","Owner","2020-12-17","2020-12-17","IPL CANADA INC.","700 SHERBROOKE ST","W #1000","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 3G4","CA","Canada",2014-10-09," 2019-09-03","GR","NON-PCT","MULTI-LEVEL STACKING CONTAINER","CONTENEUR DESTINE A UN EMPILEMENT SUR PLUSIEURS NIVEAUX","2022-06-20","CA","C","2017-10-02","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"258205","2866924","-2","-2","OWNR","Owner","2020-12-17","2020-12-17","IPL PLASTICS INC.","700 SHERBROOKE ST","W #1000","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 3G4","CA","Canada",2014-10-09," 2019-09-03","GR","NON-PCT","MULTI-LEVEL STACKING CONTAINER","CONTENEUR DESTINE A UN EMPILEMENT SUR PLUSIEURS NIVEAUX","2022-06-20","CA","C","2017-10-02","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"258206","2866924","-2","APPLICANT","APPL","Applicant","NULL","NULL","IPL INC.","140 Commerciale","NULL","NULL","NULL","NULL","ST-DAMIEN","Q1","Quebec","G0R 2Y0","CA","Canada",2014-10-09," 2019-09-03","GR","NON-PCT","MULTI-LEVEL STACKING CONTAINER","CONTENEUR DESTINE A UN EMPILEMENT SUR PLUSIEURS NIVEAUX","2022-06-20","CA","C","2017-10-02","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"258210","2866924","-2","-2","OWNR","Owner","2014-10-09","2020-12-17","IPL INC.","140 Commerciale","NULL","NULL","NULL","NULL","ST-DAMIEN","Q1","Quebec","G0R 2Y0","CA","Canada",2014-10-09," 2019-09-03","GR","NON-PCT","MULTI-LEVEL STACKING CONTAINER","CONTENEUR DESTINE A UN EMPILEMENT SUR PLUSIEURS NIVEAUX","2022-06-20","CA","C","2017-10-02","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"258226","2866932","-2","APPLICANT","APPL","Applicant","NULL","NULL","CO2 SOLUTIONS INC.","2300 rue Jean-Perrin","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G2C 1T9","CA","Canada",2013-03-14," 2022-01-11","GR","PCT","ENZYME ENHANCED PRODUCTION OF BICARBONATE COMPOUNDS USING CARBON DIOXIDE","UTILISATION DE DIOXYDE DE CARBONE POUR AMELIORER LA PRODUCTION DE COMPOSES A BASE DE BICARBONATES PAR VOIE ENZYMATIQUE","2022-03-07","CA","C","2018-03-14","CA","EN"," 0","PCT/CA2013/050199","WO2013/134879","2013-09-19","NULL","2014-09-10","2013-03-14","WO","C","CA","CA"
"258227","2866932","-2","-2","OWNR","Owner","2013-03-14","2020-03-18","CO2 SOLUTIONS INC.","2300 rue Jean-Perrin","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G2C 1T9","CA","Canada",2013-03-14," 2022-01-11","GR","PCT","ENZYME ENHANCED PRODUCTION OF BICARBONATE COMPOUNDS USING CARBON DIOXIDE","UTILISATION DE DIOXYDE DE CARBONE POUR AMELIORER LA PRODUCTION DE COMPOSES A BASE DE BICARBONATES PAR VOIE ENZYMATIQUE","2022-03-07","CA","C","2018-03-14","CA","EN"," 0","PCT/CA2013/050199","WO2013/134879","2013-09-19","NULL","2014-09-10","2013-03-14","WO","C","CA","CA"
"258306","2866980","-2","APPLICANT","APPL","Applicant","NULL","NULL","CENTRE D'ETUDES SUR LE STRESS HUMAIN - CENTRE DE RECHERCHE FERNAND-SEGUIN","226 RIEL - 7401 RUE HOCHELAGA","HOPITAL LOUIS-H. LAFONTAINE","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H1N 3M5","CA","Canada",2013-04-26,"NULL","DE","PCT","METHOD AND SYSTEM FOR ASSISTING A PATIENT FOLLOWED BY A CLINICIAN AND SUFFERING FROM DEPRESSION","PROCEDE ET SYSTEME POUR AIDER UN PATIENT SUIVI PAR UN CLINICIEN ET SOUFFRANT DE DEPRESSION","2022-01-17","CA","A1","2014-09-05","CA","EN"," 0","PCT/CA2013/000422","WO2013/163730","2013-11-07","NULL","2014-09-05","2013-04-26","WO","A1","CA","CA"
"258309","2866980","-2","-2","OWNR","Owner","2013-04-26","NULL","CENTRE D'ETUDES SUR LE STRESS HUMAIN - CENTRE DE RECHERCHE FERNAND-SEGUIN","226 RIEL - 7401 RUE HOCHELAGA","HOPITAL LOUIS-H. LAFONTAINE","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H1N 3M5","CA","Canada",2013-04-26,"NULL","DE","PCT","METHOD AND SYSTEM FOR ASSISTING A PATIENT FOLLOWED BY A CLINICIAN AND SUFFERING FROM DEPRESSION","PROCEDE ET SYSTEME POUR AIDER UN PATIENT SUIVI PAR UN CLINICIEN ET SOUFFRANT DE DEPRESSION","2022-01-17","CA","A1","2014-09-05","CA","EN"," 0","PCT/CA2013/000422","WO2013/163730","2013-11-07","NULL","2014-09-05","2013-04-26","WO","A1","CA","CA"
"258380","2867021","-2","-2","OWNR","Owner","2020-12-04","NULL","BAUSCH HEALTH COMPANIES INC.","2150 ST. ELZEAR BLVD. WEST","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7L 4A8","CA","Canada",2013-03-21," 2021-01-19","GR","PCT","PHOTODYNAMIC THERAPY LASER","LASER DE THERAPIE PHOTODYNAMIQUE","2022-02-21","CA","C","2018-03-13","US","EN"," 0","PCT/US2013/033309","WO2013/142693","2013-09-26","NULL","2014-09-10","2013-03-21","WO","C","CA","CA"
"258605","2867204","-2","-2","OWNR","Owner","2020-10-22","NULL","PREMIER TECH TECHNOLOGIES LIMITED","1 AVE PREMIER","CAMPUS PREMIER TECH","NULL","NULL","NULL","RIVIERE-DU-LOUP","Q1","Quebec","G5R 6C1","CA","Canada",2013-02-20," 2018-10-23","GR","PCT","APPARATUS AND METHOD FOR PACKING BULK MATERIAL INTO A CONTAINER","DISPOSITIF ET PROCEDE D'ENSACHAGE DE PRODUITS EN VRAC DANS UN EMBALLAGE","2022-05-23","CA","C","2016-03-01","EP","EN"," 0","PCT/EP2013/053383","WO2013/124319","2013-08-29","NULL","2014-09-12","2013-02-20","WO","C","CA","CA"
"258606","2867205","-2","-2","OWNR","Owner","2013-03-12","NULL","CARRE TECHNOLOGIES INC.","402A - 5800 RUE SAINT-DENIS","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2S 3L5","CA","Canada",2013-03-12," 2016-05-17","GR","PCT","WASHABLE INTELLIGENT GARMENT AND COMPONENTS THEREOF","VETEMENT INTELLIGENT LAVABLE ET SES COMPOSANTS","2022-03-07","CA","C","2014-09-12","CA","EN"," 0","PCT/CA2013/000221","WO2013/134856","2013-09-19","NULL","2014-09-12","2013-03-12","WO","C","CA","CA"
"258611","2867205","-2","APPLICANT","APPL","Applicant","NULL","NULL","CARRE TECHNOLOGIES INC.","402A - 5800 RUE SAINT-DENIS","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2S 3L5","CA","Canada",2013-03-12," 2016-05-17","GR","PCT","WASHABLE INTELLIGENT GARMENT AND COMPONENTS THEREOF","VETEMENT INTELLIGENT LAVABLE ET SES COMPOSANTS","2022-03-07","CA","C","2014-09-12","CA","EN"," 0","PCT/CA2013/000221","WO2013/134856","2013-09-19","NULL","2014-09-12","2013-03-12","WO","C","CA","CA"
"258662","2867230","-2","-2","OWNR","Owner","2013-03-21","NULL","IMAFLEX INC.","5710, RUE NOTRE DAME","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4C 1V2","CA","Canada",2013-03-21,"NULL","DE","PCT","MULTILAYERED FILMS CAPABLE OF RELEASING ACTIVE INGREDIENTS OVER A LIMITED TIME PERIOD","FILMS MULTICOUCHES CAPABLES DE LIBERER DES INGREDIENTS ACTIFS SUR UNE PERIODE DE TEMPS LIMITEE","2022-01-17","CA","A1","NULL","EP","EN"," 0","PCT/EP2013/055946","WO2013/143968","2013-10-03","NULL","2014-09-12","2013-03-21","WO","A1","CA","CA"
"258664","2867230","-2","APPLICANT","APPL","Applicant","NULL","NULL","IMAFLEX INC.","5710, RUE NOTRE DAME","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4C 1V2","CA","Canada",2013-03-21,"NULL","DE","PCT","MULTILAYERED FILMS CAPABLE OF RELEASING ACTIVE INGREDIENTS OVER A LIMITED TIME PERIOD","FILMS MULTICOUCHES CAPABLES DE LIBERER DES INGREDIENTS ACTIFS SUR UNE PERIODE DE TEMPS LIMITEE","2022-01-17","CA","A1","NULL","EP","EN"," 0","PCT/EP2013/055946","WO2013/143968","2013-10-03","NULL","2014-09-12","2013-03-21","WO","A1","CA","CA"
"258795","2867304","-2","APPLICANT","APPL","Applicant","NULL","NULL","APEXK INC.","306-1555 BOULEVARD DE L'AVENIR","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7S 2N5","CA","Canada",2014-10-09,"NULL","ER","NON-PCT","CONCUSSION REHABILITATION DEVICE AND METHOD","DISPOSITIF DE RETABLISSEMENT APRES COMMOTION ET METHODE","2022-06-13","CA","A1","2019-09-24","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"258796","2867304","-2","-2","OWNR","Owner","2014-10-09","NULL","APEXK INC.","306-1555 BOULEVARD DE L'AVENIR","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7S 2N5","CA","Canada",2014-10-09,"NULL","ER","NON-PCT","CONCUSSION REHABILITATION DEVICE AND METHOD","DISPOSITIF DE RETABLISSEMENT APRES COMMOTION ET METHODE","2022-06-13","CA","A1","2019-09-24","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"258874","2867358","-2","APPLICANT","APPL","Applicant","NULL","NULL","COGNILORE INC.","Suite F-3056","Universite du Quebec en Outaouais","283 Alexandre-Tache Boulevard","NULL","NULL","GATINEAU","Q1","Quebec","J9A 1L8","CA","Canada",2013-03-13,"NULL","AA","PCT","METHOD OF DISTRIBUTING DIGITAL PUBLICATIONS INCORPORATING USER GENERATED AND ENCRYPTED CONTENT WITH UNIQUE FINGERPRINTS","PROCEDE DE DISTRIBUTION DE PUBLICATIONS NUMERIQUES INCORPORANT UN CONTENU GENERE PAR L'UTILISATEUR ET CHIFFRE, A EMPREINTES DIGITALES UNIQUES","2022-06-27","CA","A1","2018-03-13","CA","EN"," 0","PCT/CA2013/000215","WO2013/134852","2013-09-19","NULL","2014-09-15","2013-03-13","WO","A1","CA","CA"
"258878","2867358","-2","-2","OWNR","Owner","2013-03-13","NULL","COGNILORE INC.","Suite F-3056","Universite du Quebec en Outaouais","283 Alexandre-Tache Boulevard","NULL","NULL","GATINEAU","Q1","Quebec","J9A 1L8","CA","Canada",2013-03-13,"NULL","AA","PCT","METHOD OF DISTRIBUTING DIGITAL PUBLICATIONS INCORPORATING USER GENERATED AND ENCRYPTED CONTENT WITH UNIQUE FINGERPRINTS","PROCEDE DE DISTRIBUTION DE PUBLICATIONS NUMERIQUES INCORPORANT UN CONTENU GENERE PAR L'UTILISATEUR ET CHIFFRE, A EMPREINTES DIGITALES UNIQUES","2022-06-27","CA","A1","2018-03-13","CA","EN"," 0","PCT/CA2013/000215","WO2013/134852","2013-09-19","NULL","2014-09-15","2013-03-13","WO","A1","CA","CA"
"258880","2867360","-2","-2","OWNR","Owner","2013-03-13","NULL","COGNILORE INC.","Suite F-3056","Universite du Quebec en Outaouais","283 Alexandre-Tache Boulevard","NULL","NULL","GATINEAU","Q1","Quebec","J9A 1L8","CA","Canada",2013-03-13," 2021-11-16","GR","PCT","METHOD OF NAVIGATING THROUGH DIGITAL CONTENT","PROCEDE DE NAVIGATION DANS UN CONTENU NUMERIQUE","2022-03-14","CA","C","2018-03-13","CA","EN"," 0","PCT/CA2013/000217","WO2013/134854","2013-09-19","NULL","2014-09-15","2013-03-13","WO","C","CA","CA"
"258883","2867360","-2","APPLICANT","APPL","Applicant","NULL","NULL","COGNILORE INC.","Suite F-3056","Universite du Quebec en Outaouais","283 Alexandre-Tache Boulevard","NULL","NULL","GATINEAU","Q1","Quebec","J9A 1L8","CA","Canada",2013-03-13," 2021-11-16","GR","PCT","METHOD OF NAVIGATING THROUGH DIGITAL CONTENT","PROCEDE DE NAVIGATION DANS UN CONTENU NUMERIQUE","2022-03-14","CA","C","2018-03-13","CA","EN"," 0","PCT/CA2013/000217","WO2013/134854","2013-09-19","NULL","2014-09-15","2013-03-13","WO","C","CA","CA"
"259078","2867493","-2","APPLICANT","APPL","Applicant","NULL","NULL","ESSILOR CANADA LTEE","371 RUE DESLAURIERS","NULL","NULL","NULL","NULL","SAINT LAURENT","Q1","Quebec","H4N 1W2","CA","Canada",2013-04-02,"NULL","DE","PCT","PROGRESSIVE OPHTHALMIC SURFACE","SURFACE OPHTALMIQUE PROGRESSIVE","2022-01-17","CA","A1","NULL","CA","FR"," 0","PCT/CA2013/050264","WO2013/149341","2013-10-10","NULL","2014-09-16","2013-04-02","WO","A1","CA","CA"
"259079","2867493","-2","-2","OWNR","Owner","2013-04-02","2016-11-15","ESSILOR CANADA LTEE","371 RUE DESLAURIERS","NULL","NULL","NULL","NULL","SAINT LAURENT","Q1","Quebec","H4N 1W2","CA","Canada",2013-04-02,"NULL","DE","PCT","PROGRESSIVE OPHTHALMIC SURFACE","SURFACE OPHTALMIQUE PROGRESSIVE","2022-01-17","CA","A1","NULL","CA","FR"," 0","PCT/CA2013/050264","WO2013/149341","2013-10-10","NULL","2014-09-16","2013-04-02","WO","A1","CA","CA"
"259081","2867493","-2","APPLICANT","APPL","Applicant","NULL","NULL","UNIVERSITE DE MONTREAL","2900 Boulevard Edouard Montpetit","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3T 1J4","CA","Canada",2013-04-02,"NULL","DE","PCT","PROGRESSIVE OPHTHALMIC SURFACE","SURFACE OPHTALMIQUE PROGRESSIVE","2022-01-17","CA","A1","NULL","CA","FR"," 0","PCT/CA2013/050264","WO2013/149341","2013-10-10","NULL","2014-09-16","2013-04-02","WO","A1","CA","CA"
"259083","2867493","-2","-2","OWNR","Owner","2013-04-02","NULL","UNIVERSITE DE MONTREAL","2900 Boulevard Edouard Montpetit","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3T 1J4","CA","Canada",2013-04-02,"NULL","DE","PCT","PROGRESSIVE OPHTHALMIC SURFACE","SURFACE OPHTALMIQUE PROGRESSIVE","2022-01-17","CA","A1","NULL","CA","FR"," 0","PCT/CA2013/050264","WO2013/149341","2013-10-10","NULL","2014-09-16","2013-04-02","WO","A1","CA","CA"
"259084","2867493","-2","-2","OWNR","Owner","2016-11-15","2018-02-13","ESSILOR INTERNATIONAL(COMPAGNIE GENERALE D'OPTIQUE)","371 RUE DES LAURIERS","NULL","NULL","NULL","NULL","VILLE SAINT-LAURENT","Q1","Quebec","H4N 1W2","CA","Canada",2013-04-02,"NULL","DE","PCT","PROGRESSIVE OPHTHALMIC SURFACE","SURFACE OPHTALMIQUE PROGRESSIVE","2022-01-17","CA","A1","NULL","CA","FR"," 0","PCT/CA2013/050264","WO2013/149341","2013-10-10","NULL","2014-09-16","2013-04-02","WO","A1","CA","CA"
"259110","2867507","-2","-2","OWNR","Owner","2013-04-02","NULL","KLOX TECHNOLOGIES INC.","275, boul Armand Frappier","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7V 4A7","CA","Canada",2013-04-02,"NULL","DE","PCT","PREVENTING OR TREATING PERIODONTAL DISEASE","PREVENTION OU TRAITEMENT D'UNE MALADIE PARODONTIQUE","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2013/000314","WO2013/149322","2013-10-10","NULL","2014-09-16","2013-04-02","WO","A1","CA","CA"
